PDB_ID,Binding_Affinity
1pfu,2.721246399047171
2qwb,2.7399286120149253
5os2,2.73969005420508
5er4,2.756465898167938
3l0n,2.774690718274137
5os4,2.7785857621576615
3zt4,2.8041003475907664
5fbi,2.7958800173440754
5fov,2.7986028756795487
4eh4,2.814174640387038
2a3a,2.8239087409443187
2w6z,2.8239087409443187
2xj0,2.8239087409443187
2yc0,2.8239087409443187
3fue,2.8210230527068307
4k7i,2.8239087409443187
4pb1,2.815308569182401
3fu3,2.840733668906506
3moh,2.835647144215563
3zt2,2.843148098929989
4cgj,2.835647144215563
3atk,2.853871964321762
4luv,2.853871964321762
4ym2,2.853871964321762
5th4,2.8477116556169437
3zt3,2.8616973018337184
4pd5,2.8632794328435933
4fgz,2.869666231504994
5thj,2.869666231504994
4ucv,2.8827287043442356
4llx,2.886056647693163
5flt,2.8927900303521317
5orv,2.88706002391592
6b7b,2.8927900303521317
5aom,2.896196279044043
5dv2,2.9030899869919438
4kc1,2.9136401693252516
1zp5,2.9208187539523753
4lm3,2.9208187539523753
4u4s,2.9208187539523753
4y2q,2.9208187539523753
4zki,2.9226320947158437
5c0k,2.9208187539523753
5x4m,2.9208187539523753
3ftv,2.9329291439546297
4zv2,2.9318141382538383
4y62,2.9457700901366026
1ykp,2.958607314841775
3imc,2.958607314841775
4owm,2.962573502059376
5fng,2.9566377219788706
4ceb,2.96657624451305
5flq,2.96657624451305
2rnw,2.978397283971758
4ibc,2.979224511806442
5aba,2.9829666607012197
3ump,2.9888526392242025
1mcz,3.0
1ux7,3.0
1wbg,3.0
1z9h,3.0
2f1b,3.0
2q8h,3.0
2r0y,3.0
2rka,3.0
2v3u,3.0
2vin,3.0
2vtm,3.0
2wa3,3.0
2xgm,3.0
2xgo,3.0
3d9o,3.0
3eka,3.0
3grj,3.0
3ime,3.0
4k0o,3.0
4l51,3.0021769192542744
4llk,3.00436480540245
4m5r,3.0
4u0w,3.0
4wh9,3.0
5aqr,3.0
5c7b,3.0
5ehw,2.997833938243492
5jan,3.0087739243075053
3dc2,3.0222763947111524
3fuk,3.0150228735845066
4q81,3.0222763947111524
4xm8,3.0222763947111524
2ha3,3.0315170514460648
3adv,3.0301183562535
4lm2,3.0268721464003012
4qp2,3.0268721464003012
5aoi,3.0268721464003012
1rtf,3.0409586076789066
2pcu,3.0409586076789066
3ay0,3.0409586076789066
3zvv,3.038578905933552
4i7k,3.0433514207947967
4lm4,3.0409586076789066
5fls,3.0433514207947967
2ohl,3.0457574905606752
2vcw,3.050609993355087
5abe,3.050609993355087
5ort,3.0486624812040826
2jfh,3.0604807473813813
2ksa,3.059981844992337
3atm,3.0589857562944305
3rxi,3.0589857562944305
3rxj,3.0589857562944305
4csy,3.0565054840938974
4nyi,3.061480274823508
3mof,3.065501548756432
4yv1,3.0809219076239263
5ehv,3.083019952679618
1mdl,3.0915149811213505
4eh5,3.087246696328677
1a5v,3.0969100130080562
1swi,3.0969100130080562
2xdl,3.1023729087095586
3buf,3.0969100130080562
3f78,3.0969100130080562
4cjr,3.1007268126823964
4y2j,3.0969100130080562
4y64,3.1023729087095586
5eh8,3.1018235165023236
5orw,3.099086932262331
2lto,3.113509274827518
2lwi,3.111820506081675
3msj,3.113509274827518
4aj1,3.113509274827518
4ajk,3.113509274827518
4d52,3.11069829749369
4wf4,3.109578981199086
2ksb,3.122628654130226
4cgi,3.123782159408358
4uct,3.115204636051019
5ey4,3.1249387366083
3kac,3.1307682802690238
5c5t,3.1272611725273314
2f1a,3.1426675035687315
3odk,3.1426675035687315
1k9q,3.154901959985743
1noi,3.154901959985743
1noj,3.154901959985743
1nok,3.154901959985743
2fr8,3.154901959985743
3cgy,3.1456939581989194
4lw1,3.1487416512809245
5e5g,3.154901959985743
5flo,3.1493537648169334
5fnf,3.154901959985743
2ymd,3.1592667653881934
3ecn,3.156144577376839
3kpu,3.161150909262745
4eh2,3.159893905543242
5n1x,3.1617807780923743
4uce,3.167491087293764
4x3i,3.173277479831008
5fot,3.167491087293764
5fox,3.170696227168975
5ose,3.166852888087215
1lbk,3.175223537524454
1ro7,3.1824346304402193
2wik,3.1804560644581312
3bug,3.1804560644581312
3kid,3.1830961606243395
2zdx,3.1884249941294067
3g1v,3.1904402853647325
4gzx,3.1904402853647325
2nd0,3.1972262747080245
2w0x,3.2041199826559246
2wij,3.2006594505464183
3kab,3.2006594505464183
5cs6,3.2006594505464183
5flp,3.1999706407558657
3fty,3.208309350979882
5mwo,3.214670164989233
5osd,3.208309350979882
1evh,3.2204035087421756
1q5l,3.2218487496163566
2bv4,3.2218487496163566
2uy3,3.2218487496163566
3aru,3.2218487496163566
3i8t,3.2218487496163566
4n5d,3.2168113089247425
4tyl,3.2218487496163566
2gmk,3.2291479883578558
3zsy,3.2254830342714507
4kc4,3.2335871528876003
4lm1,3.2291479883578558
4unp,3.2291479883578558
2r8q,3.2365720064370627
3qfz,3.2441251443275085
4k60,3.2441251443275085
4luo,3.2365720064370627
4y2u,3.2365720064370627
1v2j,3.2471835688117285
2ndo,3.2479515521805613
3ta1,3.245651664288981
4lm0,3.2518119729937998
4zij,3.2479515521805613
1l5s,3.2596373105057563
4egh,3.2596373105057563
4k66,3.25649023527157
1axr,3.2676062401770314
3ioe,3.2676062401770314
5kdf,3.2676062401770314
1g9t,3.279014255846261
1x07,3.283996656365201
3d52,3.283996656365201
3tfu,3.283996656365201
3zsx,3.2848326421515424
4eh7,3.283996656365201
4fl1,3.283996656365201
4yv0,3.275724130399211
5moe,3.283996656365201
5duw,3.2924298239020637
1d7j,3.3010299956639813
1k9r,3.3010299956639813
2aq7,3.3010299956639813
2aqb,3.3010299956639813
2hd1,3.3010299956639813
2uxx,3.3010299956639813
2xml,3.3010299956639813
3ch9,3.3010299956639813
3h2c,3.3010299956639813
3n1v,3.3010299956639813
4jss,3.3010299956639813
4mrw,3.3010299956639813
4msa,3.3010299956639813
4ojq,3.3010299956639813
4tz8,3.3010299956639813
5ejw,3.3010299956639813
5g45,3.3010299956639813
5v19,3.3010299956639813
1i2s,3.309803919971486
1pzp,3.309803919971486
4kc2,3.30715308072277
5c7a,3.305394801066431
5fe7,3.3115801779972895
5l98,3.309803919971486
5os1,3.306273051076353
1pzo,3.318758762624413
4cjp,3.317854923626168
4i7j,3.318758762624413
5l99,3.317854923626168
5tg4,3.3233063903751336
188l,3.3279021420642825
1jlr,3.332547047110046
2a3b,3.3288271572849166
2pnc,3.33161408331
4ab9,3.33161408331
4k2y,3.3279021420642825
4pd9,3.3279021420642825
3ry8,3.337242168318426
4cp5,3.344861565188618
4gwk,3.337242168318426
4yuy,3.337242168318426
5ehi,3.344861565188618
2qcm,3.3467874862246565
3zxe,3.3467874862246565
4gnf,3.3467874862246565
4joh,3.3467874862246565
4lkq,3.3467874862246565
4u7o,3.3467874862246565
4ucu,3.3496924768680634
4wet,3.3526170298853804
1ahy,3.3565473235138126
2ha7,3.3565473235138126
2pvv,3.3585258894959007
3av9,3.3615107430453626
4cj4,3.364516253185088
4wyp,3.3565473235138126
5orz,3.364516253185088
187l,3.374687549038326
1v2u,3.3695721249749764
1v2v,3.3695721249749764
2c6g,3.3685562309868278
3d8z,3.3736596326249577
3n35,3.3655227298392685
4mrd,3.3685562309868278
2fzg,3.3767507096020997
3a73,3.3767507096020997
5l8o,3.381951903287907
2j9h,3.3872161432802645
4ms0,3.3872161432802645
5mxk,3.3872161432802645
5os5,3.3872161432802645
1f8d,3.3979400086720375
1hxk,3.3979400086720375
1ikt,3.3979400086720375
1jt1,3.3979400086720375
1uz4,3.3979400086720375
1way,3.3979400086720375
2jbu,3.3979400086720375
2jqk,3.39577394691553
2q8i,3.3979400086720375
2qcd,3.3979400086720375
2rnx,3.39577394691553
3d8y,3.402304814074488
3jzh,3.3979400086720375
3k26,3.3979400086720375
4abe,3.3979400086720375
5afl,3.4001169279263124
5uah,3.4001169279263124
3nba,3.4111682744057927
1hyz,3.42021640338319
2qtn,3.417936637088291
2w08,3.42021640338319
3iob,3.42021640338319
3kqp,3.42021640338319
3muk,3.42021640338319
3px9,3.42021640338319
4d8a,3.424812155072339
4llj,3.42021640338319
4n8q,3.42021640338319
5i38,3.423658649794207
1kti,3.431798275933005
1ywi,3.4306260903849544
2c57,3.431798275933005
2wig,3.431798275933005
3axz,3.4294570601181027
3ms7,3.431798275933005
4k67,3.4294570601181027
4kw6,3.4271283977995197
5ehg,3.43297363384094
2xp5,3.4436974992327127
3as2,3.4436974992327127
4b4n,3.441291429466834
4umc,3.4436974992327127
5ory,3.447331783887807
1t48,3.4559319556497243
1wcc,3.4559319556497243
2wi2,3.4559319556497243
2wi3,3.4559319556497243
3nuy,3.462180904926726
4bhf,3.4647058799572297
4k5p,3.462180904926726
4qp6,3.4647058799572297
4tz2,3.4559319556497243
3nf7,3.468521082957745
3ta0,3.4710832997223453
4d2d,3.468521082957745
4epy,3.468521082957745
4h42,3.4672456210075024
5ma7,3.473660722610156
1osv,3.4814860601221125
2c90,3.4814860601221125
3d9m,3.4814860601221125
3g1d,3.4814860601221125
3gx0,3.4814860601221125
3nyd,3.4814860601221125
4k7n,3.4814860601221125
5eh7,3.4814860601221125
5fni,3.4814860601221125
1c5o,3.494850021680094
2qcf,3.494850021680094
4avs,3.492144128304169
4nyj,3.492144128304169
5eok,3.494850021680094
5fnd,3.494850021680094
5i25,3.489454989793388
3fcl,3.5016894462103996
4i7p,3.4989407377822483
4n3w,3.5016894462103996
4wey,3.4975728800155674
2ohm,3.5086383061657274
2r0h,3.5086383061657274
3nus,3.5072396109731625
4lpf,3.5086383061657274
5dtt,3.5086383061657274
5orx,3.5114492834995557
1imx,3.5228787452803374
1jys,3.5228787452803374
3c14,3.5228787452803374
3lcu,3.5228787452803374
3mfw,3.5228787452803374
3qw6,3.5228787452803374
3zlv,3.5228787452803374
3zly,3.5228787452803374
4c70,3.515700160653214
4g93,3.5228787452803374
4hv7,3.5228787452803374
4mrz,3.5228787452803374
5mod,3.5228787452803374
5vfn,3.5228787452803374
2b4m,3.530177984021837
2y67,3.5346171485515816
3h06,3.5346171485515816
3nf6,3.530177984021837
4eh3,3.5346171485515816
4nmr,3.5257837359237447
4orx,3.5272435506827877
4ory,3.5272435506827877
185l,3.537602002101044
2o9v,3.540607512240769
3nf9,3.537602002101044
3obq,3.537602002101044
4gng,3.537602002101044
5v2l,3.540607512240769
2cle,3.552841968657781
2clf,3.552841968657781
2clm,3.552841968657781
2n7b,3.5543957967264026
2qwc,3.552841968657781
2xah,3.5466816599529625
3pjg,3.54821356447571
3qvu,3.54821356447571
4aji,3.552841968657781
4mjr,3.54821356447571
4n98,3.552841968657781
4nym,3.5543957967264026
5av0,3.552841968657781
5btx,3.552841968657781
5dts,3.552841968657781
5dva,3.552841968657781
5fpk,3.552841968657781
5l8t,3.5543957967264026
5vkm,3.55129368009492
2lsp,3.562249437179612
2ycm,3.562249437179612
4joe,3.5606673061697376
1h46,3.5686362358410126
1jwm,3.5686362358410126
1np0,3.5686362358410126
2l1r,3.5686362358410126
2rly,3.5686362358410126
3ff3,3.5686362358410126
4abg,3.567030709125594
4ck3,3.571865205971211
4q8x,3.5686362358410126
4xm7,3.5734887386354246
5a7b,3.567030709125594
5csh,3.5686362358410126
3dx1,3.576754126063192
4y63,3.583359492661719
5q1g,3.580044251510242
5ual,3.580044251510242
1nli,3.5850266520291822
2gsu,3.5850266520291822
2nn8,3.5850266520291822
3sl1,3.5850266520291822
3x1k,3.5917600346881504
4cjq,3.5917600346881504
4q7v,3.5850266520291822
1d7i,3.6020599913279625
1zd4,3.596879478824182
2bgr,3.6020599913279625
2fzk,3.6020599913279625
2oq6,3.6020599913279625
2q6h,3.6020599913279625
2qch,3.6020599913279625
2wp1,3.600326278518962
2xdk,3.6020599913279625
2y68,3.596879478824182
3b3x,3.6020599913279625
3g0i,3.6020599913279625
3jdw,3.596879478824182
3kn0,3.6020599913279625
4b3b,3.6020599913279625
4c1y,3.600326278518962
4meo,3.6020599913279625
4meq,3.6020599913279625
5dqf,3.596879478824182
5lvr,3.6020599913279625
5ujv,3.6038006529042637
1g9s,3.607303046740334
2kff,3.6108339156354674
2l98,3.614393726401688
2vfz,3.6108339156354674
3ftu,3.607303046740334
3jzj,3.6055483191737836
3sk2,3.612610173661271
4a4c,3.612610173661271
4ln2,3.6055483191737836
4qp1,3.607303046740334
5lud,3.6055483191737836
5thi,3.6108339156354674
1pb9,3.6179829574251317
3pcc,3.619788758288394
3st6,3.619788758288394
3udj,3.616184634019569
4bkt,3.619788758288394
4fxj,3.619788758288394
4nrc,3.6179829574251317
4wy3,3.619788758288394
4yym,3.619788758288394
3fuj,3.630784142589857
3jpx,3.6289321377282637
3rxm,3.6345120151091
5dqe,3.630784142589857
1gyy,3.6382721639824074
1j5i,3.6382721639824074
2azr,3.6382721639824074
2pem,3.6382721639824074
2qwg,3.6382721639824074
2rk8,3.6382721639824074
3px8,3.6382721639824074
5hog,3.6382721639824074
1b9v,3.6497519816658373
3vws,3.6478174818886377
4agl,3.6478174818886377
4y4v,3.6497519816658373
5aqk,3.6516951369518393
2qv7,3.6595558851598815
2rny,3.6615435063953954
3buh,3.657577319177794
3ex6,3.657577319177794
3iny,3.6635402661514704
3oy8,3.657577319177794
3pcn,3.657577319177794
3tsd,3.6615435063953954
4aia,3.657577319177794
4fl2,3.657577319177794
5b6c,3.6556077263148894
5m17,3.6556077263148894
2bve,3.6675615400843946
3fts,3.6736641390712483
3h2m,3.6675615400843946
4cig,3.669586226650809
4lnp,3.669586226650809
4mww,3.6680263828625037
4n99,3.6655462488490693
5fog,3.6716203965612624
5fol,3.6675615400843946
5vdq,3.6675615400843946
1c3x,3.677780705266081
1qsc,3.677780705266081
2x6x,3.677780705266081
2za3,3.677780705266081
3ioc,3.677780705266081
3isj,3.677780705266081
3uwl,3.6819366650372385
4aje,3.677780705266081
4io7,3.6757175447023074
4mx1,3.679853713888946
4oru,3.677780705266081
5f3t,3.677780705266081
1l2z,3.692503962086787
2a8g,3.688246138944246
3d7b,3.692503962086787
4gwi,3.694648630553376
4ovg,3.6903698325741012
4tte,3.694648630553376
1h0r,3.6989700043360187
1i43,3.6989700043360187
1w70,3.6989700043360187
2bjm,3.6989700043360187
2bvr,3.6989700043360187
2fx6,3.6989700043360187
3ex2,3.6989700043360187
3ful,3.701146923590293
3kd7,3.6989700043360187
3l59,3.6989700043360187
3mrt,3.6989700043360187
3n7a,3.6989700043360187
3zlw,3.703334809738469
4o4k,3.6989700043360187
5g43,3.6989700043360187
5j41,3.701146923590293
2vfk,3.712198270069774
3fj7,3.709965388637482
3wkc,3.709965388637482
4k5m,3.714442690992226
4mjq,3.714442690992226
2am4,3.721246399047171
2h9p,3.7166987712964503
2r23,3.721246399047171
2yde,3.7235381958267557
3q6z,3.7166987712964503
4jog,3.721246399047171
4tk1,3.721246399047171
4tk2,3.721246399047171
4tln,3.721246399047171
4ufm,3.721246399047171
2vta,3.7328282715969863
3ati,3.72584215073632
3fjg,3.728158393463501
3h91,3.7328282715969863
3rxd,3.72584215073632
1f5k,3.744727494896694
2dwx,3.744727494896694
2wq5,3.744727494896694
2xp4,3.744727494896694
3kpv,3.744727494896694
3mrv,3.744727494896694
3v30,3.7351821769904636
4yk0,3.7423214251308154
4yux,3.744727494896694
5a7c,3.744727494896694
2pyi,3.7471469690201067
3d6p,3.7471469690201067
5l4h,3.7520267336381936
5ldo,3.7520267336381936
2x09,3.7569619513137056
3d6q,3.7644715530924513
4tu4,3.7569619513137056
4w52,3.7569619513137056
5jid,3.7569619513137056
5x9h,3.7644715530924513
6bhh,3.7594507517174
2uuo,3.769551078621726
2xaj,3.774690718274137
2y9g,3.769551078621726
3fum,3.769551078621726
3hav,3.769551078621726
3kqm,3.769551078621726
3nuu,3.7721132953863266
3vi2,3.769551078621726
3wkd,3.7670038896078464
4k8o,3.769551078621726
4q46,3.7721132953863266
4w5a,3.769551078621726
5ewh,3.769551078621726
5h7h,3.769551078621726
5orr,3.769551078621726
5v8o,3.7670038896078464
3nq3,3.7772835288524167
4dhm,3.7825160557860937
5aqf,3.7825160557860937
1wbv,3.7904849854573692
2clk,3.785156151952302
2xtk,3.785156151952302
1nje,3.7958800173440754
2ggd,3.7958800173440754
2hb1,3.7958800173440754
3as3,3.7958800173440754
3nfk,3.7958800173440754
3q2m,3.7986028756795487
3vv6,3.8041003475907664
3zlx,3.8041003475907664
4ajl,3.7958800173440754
4odk,3.8013429130455774
4umr,3.7958800173440754
5aib,3.7958800173440754
5lg3,3.8013429130455774
5uf0,3.7958800173440754
6bnh,3.8013429130455774
1mxl,3.812479279163537
2hu6,3.812479279163537
2jup,3.8068754016455384
2ou7,3.8096683018297086
3lce,3.8068754016455384
4q9s,3.8068754016455384
5wbf,3.8096683018297086
2gfj,3.8239087409443187
3sgt,3.8239087409443187
4aba,3.815308569182401
4bks,3.8239087409443187
4egi,3.8239087409443187
4fl3,3.8239087409443187
4keq,3.8239087409443187
4mmm,3.8239087409443187
4y2t,3.8239087409443187
5vfm,3.8239087409443187
1r0x,3.826813731587726
1r10,3.826813731587726
1yhm,3.832682665251824
2osf,3.8297382846050425
4ozo,3.832682665251824
1bky,3.8416375079047502
1j15,3.844663962534938
1j16,3.844663962534938
2k4i,3.844663962534938
3ck8,3.835647144215563
3lzz,3.835647144215563
3ril,3.835647144215563
4ce2,3.8416375079047502
4d9p,3.838631997765025
4kv9,3.835647144215563
5acw,3.838631997765025
6eks,3.8416375079047502
1n1t,3.853871964321762
1n1v,3.853871964321762
2vhq,3.853871964321762
2wzs,3.853871964321762
2yb0,3.853871964321762
3kqo,3.853871964321762
3wq5,3.853871964321762
4ivk,3.853871964321762
4kiu,3.853871964321762
5btv,3.853871964321762
5dhp,3.853871964321762
5tha,3.853871964321762
3lbz,3.8601209135987635
3rtx,3.856985199745905
3spf,3.8601209135987635
4i9u,3.8632794328435933
5dtq,3.856985199745905
5g4m,3.8601209135987635
5ldm,3.856985199745905
5wxg,3.8632794328435933
1aj7,3.869666231504994
2y55,3.8728952016351923
3h03,3.869666231504994
3w5n,3.869666231504994
3wjw,3.8728952016351923
4ab8,3.8664610916297826
4ijl,3.869666231504994
4nbk,3.8664610916297826
5iyv,3.869666231504994
5wkf,3.8664610916297826
6b7f,3.8664610916297826
3dda,3.876148359032914
4mjp,3.882728704344236
5afk,3.87942606879415
5eqe,3.87942606879415
5mk1,3.87942606879415
1xfv,3.886056647693163
2x85,3.889410289700751
2xiz,3.886056647693163
3obx,3.886056647693163
3src,3.886056647693163
3ti1,3.886056647693163
3u4i,3.889410289700751
3umo,3.889410289700751
4aj4,3.886056647693163
4dgb,3.886056647693163
4dhn,3.8927900303521317
4lqy,3.889410289700751
4nl1,3.886056647693163
4ufk,3.886056647693163
5etu,3.886056647693163
5kde,3.886056647693163
1exw,3.9030899869919438
1slg,3.9030899869919438
2gvv,3.9030899869919438
2qw1,3.9030899869919438
2rkm,3.9030899869919438
2vhj,3.9030899869919438
2vuk,3.9030899869919438
2wor,3.9030899869919438
2wos,3.9030899869919438
2xpc,3.9030899869919438
3wk7,3.896196279044043
3zj8,3.896196279044043
3zvw,3.9030899869919438
4k5n,3.896196279044043
4kqq,3.899629454882437
4kqr,3.899629454882437
4men,3.9030899869919438
4n9c,3.899629454882437
4qgi,3.9030899869919438
5lzj,3.9030899869919438
9icd,3.9030899869919438
2oei,3.906578314837765
2vte,3.9136401693252516
3l5b,3.910094888560602
5b1s,3.906578314837765
1ahx,3.9208187539523753
1pr5,3.9208187539523753
2vth,3.9208187539523753
2yim,3.9208187539523753
3fgc,3.9208187539523753
3gk4,3.9208187539523753
3twp,3.9244530386074694
3uih,3.9172146296835497
3zhf,3.9208187539523753
4pd7,3.9208187539523753
5axi,3.9208187539523753
5hn7,3.9208187539523753
1h5v,3.9318141382538383
2a5b,3.9318141382538383
2cbz,3.9281179926938745
3jvk,3.9281179926938745
4dho,3.9281179926938745
1z3t,3.939302159646388
2h9n,3.939302159646388
2v3d,3.9355420107730814
3t0m,3.9355420107730814
4fcm,3.939302159646388
4hv3,3.939302159646388
4kva,3.939302159646388
5lws,3.939302159646388
2lo6,3.9469215565165805
2xvn,3.9507819773298185
3c0z,3.9469215565165805
3kze,3.9507819773298185
5f5b,3.9469215565165805
5fou,3.9469215565165805
5izc,3.9507819773298185
5m5d,3.9546770212133424
1mrs,3.958607314841775
1x9d,3.958607314841775
2ad5,3.958607314841775
2fpz,3.958607314841775
2l1b,3.958607314841775
2vi5,3.958607314841775
2wec,3.958607314841775
3c39,3.962573502059376
3uxg,3.962573502059376
4ac3,3.958607314841775
4ce3,3.958607314841775
4gqr,3.958607314841775
4joj,3.958607314841775
4yyn,3.958607314841775
4zmf,3.958607314841775
5c3k,3.958607314841775
1l5q,3.96657624451305
2flh,3.9746941347352296
3fu6,3.9746941347352296
4aa2,3.9706162223147903
4agn,3.9706162223147903
4twy,3.96657624451305
2l7u,3.9829666607012197
2uup,3.978810700930062
3b3c,3.978810700930062
4agm,3.978810700930062
4k5o,3.9829666607012197
5c85,3.978810700930062
5jek,3.9829666607012197
1rpf,3.987162775294828
2g8r,3.987162775294828
2q8y,3.9913998282380825
3chg,3.9913998282380825
4i7l,3.987162775294828
4u2y,3.9913998282380825
4w53,3.9913998282380825
5jim,3.987162775294828
5t70,3.9913998282380825
1a86,3.9956786262173574
1e5j,4.0
1fhr,4.0
1j4k,4.0
1jyi,4.0
1lgw,4.0
1nu3,4.0
1s9v,4.0
1tlo,4.0
1z3c,4.0
2bow,4.0
2brp,4.0
2buv,4.0
2c8y,4.0
2j9l,4.0
2ja3,4.0
2kfx,4.0
2kp8,4.0
2ohr,4.0
2qcg,4.0
2qrl,4.0
2rin,4.0
2whp,4.0
3c4e,4.0
3fck,4.0
3ijh,4.0
3qzt,4.00436480540245
4iz0,4.0
4p6c,4.0
4ucd,4.0
4umb,4.00436480540245
5a5p,4.0
5fpp,4.0
5g4n,3.9956786262173574
5mgk,4.0
5wcm,4.0
1c5z,4.013228265733755
2vtl,4.013228265733755
3fzn,4.013228265733755
3kqw,4.013228265733755
4eym,4.00547608965833
5auz,4.008773924307505
5hn8,4.013228265733755
2wvz,4.017728766960432
3as1,4.022276394711152
3ddb,4.022276394711152
3np7,4.022276394711152
3po1,4.022276394711152
4k8a,4.022276394711152
5e3d,4.022276394711152
5glu,4.017728766960432
5thn,4.017728766960432
5u5k,4.022276394711152
5vsj,4.022276394711152
2ohp,4.026872146400302
2q8m,4.026872146400302
2rm0,4.026872146400302
2x96,4.026872146400302
3ueo,4.026872146400302
4kab,4.031517051446065
4msn,4.026872146400302
4wmv,4.031517051446065
5e2l,4.031517051446065
5fow,4.031517051446065
5hng,4.031517051446065
1hi5,4.036212172654444
1l7x,4.036212172654444
1li2,4.040958607678906
2c02,4.036212172654444
4ps0,4.036212172654444
4y2v,4.040958607678906
5epr,4.040958607678906
1awi,4.045757490560675
1pwy,4.045757490560675
1r4w,4.045757490560675
1tuf,4.050609993355088
2rk7,4.050609993355088
2w66,4.050609993355088
3ck7,4.050609993355088
3d9n,4.045757490560675
3fjz,4.045757490560675
3isw,4.045757490560675
3n8k,4.045757490560675
3thd,4.045757490560675
4xm6,4.045757490560675
5mk3,4.050609993355088
5mob,4.045757490560675
5vdp,4.050609993355088
4b85,4.055517327849832
5h9s,4.060480747381382
5mge,4.060480747381382
5or9,4.055517327849832
5x4o,4.055517327849832
8a3h,4.055517327849832
1at6,4.070581074285707
1gj4,4.070581074285707
1wax,4.0655015487564325
2va5,4.0655015487564325
2vtd,4.070581074285707
2wgi,4.070581074285707
2x5o,4.070581074285707
3mag,4.0655015487564325
4eft,4.070581074285707
4xmr,4.0655015487564325
5mpz,4.070581074285707
1lb6,4.075720713938118
1n2v,4.080921907623926
1yci,4.080921907623926
2auc,4.075720713938118
2z1w,4.080921907623926
3kwa,4.075720713938118
3r42,4.075720713938118
4xdo,4.075720713938118
5a5z,4.075720713938118
1jn2,4.086186147616283
